X,SampleID,Year,Sampling.Order,Season_Tucker2021,Month,chla.ug.per.L,Phosphate,Silicate,NitrateNitrite,Ammonia,DIN,DIN_DIP,Nitrate_Silicate,DIN_Silicate,Site,Time,SW.Temperature.at.site,Salinity,Depth,pH,Date1,Day.of.year,X19But,X19Hex,Allo,beta.Car,alph.Car,Chla,Chlb,Chlc1.2,Chlc.3,Cphlid,Diadino,Diato,Fuco,Lut,Neo,Peri,Prasino,Viola,Zea,Dva,Mva,Tchla,X19But.Rel,X19Hex.Rel,Allo.Rel,beta.Car.Rel,alph.Car.Rel,Chla.Rel,Chlb.Rel,Chlc1.2.Rel,Chlc.3.Rel,Cphlid.Rel,Diadino.Rel,Diato.Rel,Fuco.Rel,Lut.Rel,Neo.Rel,Peri.Rel,Prasino.Rel,Viola.Rel,Zea.Rel,Dva.Rel,Mva.Rel,Project,decimal_dat,Month_abb,PRO.mL,SYN.mL,PEUK.mL,HBACT.mL,RunFCM,Spatial,latitude,longitude,lln_micro,llp_micro,Log_Chla,Log_HBACT.mL,Log_SYN.mL,Log_PEUK.mL,Log_PRO.mL,Log_Phosphate,Log_Silicate,Log_NitrateNitrite,Log_Ammonia,Log_Lut.Rel,Log_Peri.Rel,Log_Dva.Rel,Log_plus_PRO.mL,Log_plus_Lut.Rel,Metagenome,Metagenome_ID
R2Au0542,R2Au0542,2019,22,Summer,August,0.4,NA,NA,NA,NA,NA,NA,NA,NA,SR2,9:08:00,27.44,33.01,2,8.17,8/29/19,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.657534,Aug,56344,66127,4609,663710,Run2,Transition,21.4691667,-157.77752,NA,NA,-0.916290732,13.40560059,11.09933241,8.435766193,10.93923104,NA,NA,NA,NA,NA,NA,NA,10.93924878,NA,NA,NA
R2Oc0562,R2Oc0562,2019,23,Fall,October,1,NA,NA,NA,NA,NA,NA,NA,NA,SR2,12:15:00,27.65,33.58,1.947,8.01,10/7/19,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.764384,Oct,23557,61899,12592,918199,Run2,Transition,21.4691667,-157.77752,NA,NA,0,13.73016942,11.0332593,9.440816971,10.0671783,NA,NA,NA,NA,NA,NA,NA,10.06722074,NA,NA,NA
R2De0582,R2De0582,2019,24,Fall,December,0.4,NA,NA,NA,NA,NA,NA,NA,NA,SR2,9:02:00,26.16,33.61,1.927,7.69,12/9/19,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.936986,Dec,30175,11345,5988,717389,Run2,Transition,21.4691667,-157.77752,NA,NA,-0.916290732,13.48337351,9.336532397,8.697512746,10.31476905,NA,NA,NA,NA,NA,NA,NA,10.31480219,NA,NA,NA
R2Ja0602,R2Ja0602,2020,25,Winter,January,0.1,NA,NA,NA,NA,NA,NA,NA,NA,SR2,9:30:00,24.55,32.57,2.011,7.57,1/24/20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.062842,Jan,17543,1970,2114,813481,Run2,Transition,21.4691667,-157.77752,NA,NA,-2.302585093,13.60907785,7.585788822,7.656337166,9.772410289,NA,NA,NA,NA,NA,NA,NA,9.77246729,NA,NA,NA
R2Ma0622,R2Ma0622,2020,26,Winter,March,0.7,NA,NA,NA,NA,NA,NA,NA,NA,SR2,9:37:00,24.04,32.85,1.913,7.71,3/20/20,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.215847,Mar,24108,53547,11332,880920,Run2,Nearshore,21.4691667,-157.77752,NA,NA,-0.356674944,13.68872209,10.88831505,9.335385861,10.09029901,NA,NA,NA,NA,NA,NA,NA,10.09034049,NA,NA,NA
R2My0642,R2My0642,2020,27,Spring,May,0.5,NA,NA,NA,NA,NA,NA,NA,NA,SR2,10:04:00,25.72,33.33,2.111,7.47,5/14/20,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.36612,May,23491,66626,8430,1109673,Run2,Transition,21.4691667,-157.77752,NA,NA,-0.693147181,13.91957594,11.10685017,9.039552051,10.06437265,NA,NA,NA,NA,NA,NA,NA,10.06441522,NA,NA,NA
R2Jy0662,R2Jy0662,2020,28,Summer,July,0.5,NA,NA,NA,NA,NA,NA,NA,NA,SR2,9:59:00,26.55,33.31,2.27,7.67,7/21/20,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.551913,Jul,42373,79205,9047,883691,Run2,Transition,21.4691667,-157.77752,NA,NA,-0.693147181,13.69186273,11.27979471,9.11018849,10.65426665,NA,NA,NA,NA,NA,NA,NA,10.65429025,NA,NA,NA
R2Au0682,R2Au0682,2020,29,Summer,August,0.5,NA,NA,NA,NA,NA,NA,NA,NA,SR2,9:09:00,27.05,33.56,1.957,7.87,8/28/20,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.655738,Aug,60244,88896,3900,829907,Run2,Transition,21.4691667,-157.77752,NA,NA,-0.693147181,13.62906893,11.39522243,8.268731832,11.00615826,NA,NA,NA,NA,NA,NA,NA,11.00617486,NA,NA,NA
R2Se0702,R2Se0702,2020,30,Summer,September,1,0.09,1.75,0.14,NA,NA,NA,0.08,NA,SR2,9:16:00,27.27,35.44,1.965,7.5,9/22/20,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.724044,Sep,21692,181757,17451,1262318,Run2,Transition,21.4691667,-157.77752,NA,NA,0,14.04846027,12.11042591,9.767152233,9.984698808,-2.407945609,0.559615788,-1.966112856,NA,NA,NA,NA,9.984744907,NA,NA,NA
R2No0722,R2No0722,2020,31,Fall,November,0.4,NA,NA,NA,NA,NA,NA,NA,NA,SR2,9:53,26.18,35.45,2.165,7.71,11/16/20,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2020.874317,Nov,57040,22152,5265,862380,Run2,Transition,21.4691667,-157.77752,NA,NA,-0.916290732,13.66745129,10.00568306,8.568836425,10.95150806,NA,NA,NA,NA,NA,NA,NA,10.95152559,NA,NA,NA
R2Fe0762,R2Fe0762,2021,33,Winter,February,0.2,0.13,1.2,0.23,NA,NA,NA,0.19,NA,SR2,9:18,24.39,35.03,2.12,7.69,2/12/21,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.115068,Feb,129614,7944,3585,521937,Run2,Offshore,21.4691667,-157.77752,NA,NA,-1.609437912,13.16530217,8.980172206,8.184513753,11.77231608,-2.040220829,0.182321557,-1.46967597,NA,NA,NA,NA,11.7723238,NA,NA,NA
R2Ap0802,R2Ap0802,2021,34,Spring,April,0.3,NA,NA,NA,NA,NA,NA,NA,NA,SR2,9:36,24.56,34.91,2,7.19,4/16/21,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.287671,Apr,17280,28389,7905,1168814,Run2,Transition,21.4691667,-157.77752,NA,NA,-1.203972804,13.97150012,10.25375703,8.97525075,9.757305042,NA,NA,NA,NA,NA,NA,NA,9.757362911,NA,NA,NA
R2My0812,R2My0812,2021,35,Spring,May,0.3,0.1,1.43,0.15,0.09,0.24,2.4,0.1,0.17,SR2,9:27,24.5,35.05,1.941,7.61,5/24/21,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.391781,May,55254,44553,8141,929636,Run2,Transition,21.4691667,-157.77752,NA,NA,-1.203972804,13.74254839,10.70443477,9.004668302,10.91969601,-2.302585093,0.357674444,-1.897119985,-2.407945609,NA,NA,NA,10.91971411,NA,NA,NA
R2Ju0832,R2Ju0832,2021,36,Summer,June,0.3,NA,NA,NA,NA,NA,NA,NA,NA,SR2,9:29,25.84,34.83,1.986,7.7,6/21/21,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2021.468493,Jun,43765,85744,7800,816645,Run2,Transition,21.4691667,-157.77752,NA,NA,-1.203972804,13.61295976,11.35912139,8.961879013,10.68658969,NA,NA,NA,NA,NA,NA,NA,10.68661254,NA,NA,NA
R837_R2,R837_R2,2017,1,Summer,August,1.3,0.12,5.13,0.27,NA,NA,NA,0.05,NA,SR8,9:00:00,27.48,35.24,1.925,7.94,8/23/17,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.641096,Aug,0,241397,12671,1439821,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.262364264,14.18002936,12.39419816,9.447071197,#NAME?,-2.120263536,1.635105659,-1.30933332,NA,NA,NA,NA,0,NA,NA,NA
R857_R2,R857_R2,2017,2,Summer,September,1.8,0.07,3.4,0.13,NA,NA,NA,0.04,NA,SR8,8:48:00,27.14,35.12,1.91,7.98,9/20/17,263,26.8,57.6,27.6,77.8,4.3,1171.2,100.2,84.7,0,29.4,54.1,0,225.4,0,5.7,37.1,22.2,9.9,163.6,138.68,997.39,1136.07,0.023590096,0.050701101,0.024294278,0.068481696,0.003784978,1.03092239,0.088198791,0.074555265,0,0.025878687,0.047620305,0,0.198403267,0,0.005017296,0.032656438,0.019541049,0.008714252,0.144005211,0.122069943,0.877930057,KByT,2017.717808,Sep,3283,202858,13236,1359408,Run_Jan2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.587786665,14.12255987,12.22026151,9.490695669,8.096512918,-2.659260037,1.223775432,-2.040220829,NA,#NAME?,-3.42171326,-2.103161095,8.096817471,0,Yes,KSe057R8
R8No0077,R8No0077,2017,3,Fall,November,1.3,0.09,5.81,0.52,0.03,0.55,6.11,0.09,0.09,SR8,11:13:00,26.67,33.75,2.147,7.97,11/1/17,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2017.832877,Nov,5187,55123,17149,1012334,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.262364264,13.82776911,10.91732233,9.749695142,8.553910774,-2.407945609,1.759580571,-0.653926467,-3.506557897,NA,NA,NA,8.554103545,NA,NA,NA
R8De0097,R8De0097,2017,4,Fall,December,1.2,0.06,3.66,0.66,0.02,0.68,11.33,0.18,0.19,SR8,14:49:00,24.4,35.3,1.99,8.14,12/8/17,342,17.5,40.7,28,44.9,8.3,633.7,143.7,51.3,0,40.7,26.9,3.4,84.2,4.9,13.5,29.5,35.5,27.7,73.4,55.99,563.54,619.53,0.02824722,0.065694962,0.045195551,0.072474295,0.013397253,1.022872177,0.231950027,0.082804707,0,0.065694962,0.043420012,0.005488031,0.13590948,0.007909222,0.021790712,0.047616742,0.057301503,0.044711313,0.11847691,0.090374962,0.909625038,KByT,2017.934247,Dec,30831,40916,7800,788414,Run_Jan2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.182321557,13.57777861,10.61927646,8.961879013,10.33627596,-2.813410717,1.297463147,-0.415515444,-3.912023005,-4.839725859,-3.044570857,-2.403788019,10.33630839,0.007878108,NA,NA
R8Ja0119,R8Ja0119,2018,5,Winter,January,1.7,0.08,2.77,0.18,NA,NA,NA,0.06,NA,SR8,10:17:00,24.11,34.1,1.73,8.12,1/29/18,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.076712,Jan,7511,85836,5134,1348798,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.530628251,14.11472438,11.36019378,8.543640361,8.924123892,-2.525728644,1.01884732,-1.714798428,NA,NA,NA,NA,8.924257021,NA,NA,NA
R8Fe0139,R8Fe0139,2018,6,Winter,February,2.2,0.09,6.06,0.25,0.03,0.28,3.11,0.04,0.05,SR8,8:21:00,23.75,34.97,2.07,7.89,2/21/18,52,39.8,41.1,67.2,101.2,5.1,1785.4,210.5,145.1,0,30.3,66.5,5,415.8,0,15.8,53.2,70.8,12.4,97.4,160.34,1584.5,1744.84,0.022810114,0.023555168,0.03851356,0.057999587,0.002922904,1.023245684,0.120641434,0.083159487,0,0.017365489,0.038112377,0.002865592,0.238302652,0,0.009055272,0.030489902,0.040576786,0.007106669,0.055821737,0.091893813,0.908106187,KByT,2018.139726,Feb,13459,188283,25342,1384002,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.78845736,14.14048986,12.14570143,10.14021838,9.507403306,-2.407945609,1.8017098,-1.386294361,-3.506557897,#NAME?,-3.490359732,-2.387121575,9.507477603,0,NA,NA
R8Ma0159,R8Ma0159,2018,7,Winter,March,1.1,0.1,6.54,0.47,0.03,0.5,5,0.07,0.08,SR8,9:39:00,24.18,33.97,2.088,8.04,3/28/18,87,8.1,15.3,22.1,54.9,2.9,656.2,89.5,34.2,0,24.5,55.6,13.8,73,13,8.6,43.9,27.3,16.7,110.7,96.45,535.35,631.81,0.01282031,0.024216141,0.03497887,0.086893212,0.004589987,1.038603378,0.141656511,0.054130197,0,0.038777481,0.08800114,0.021842009,0.115541065,0.020575806,0.013611687,0.069482914,0.043209193,0.026431997,0.175210902,0.152656653,0.847327519,KByT,2018.235616,Mar,11345,117573,14707,1028314,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.09531018,13.84343113,11.6748147,9.59607885,9.336532397,-2.302585093,1.877937165,-0.755022584,-3.506557897,-3.883639359,-2.666674398,-1.879563977,9.336620538,0.020366984,Yes,KMa159R8
R8My0179,R8My0179,2018,8,Spring,May,1,0.07,6.21,0.2,NA,NA,NA,0.03,NA,SR8,12:47:00,24.41,33.74,1.927,8.05,5/1/18,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.328767,May,2508,77997,11791,957342,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0,13.77191597,11.26442564,9.375091808,7.827240902,-2.659260037,1.826160896,-1.609437912,NA,NA,NA,NA,7.827639546,NA,NA,NA
R8Jn0199,R8Jn0199,2018,9,Spring,June,1.2,0.08,4.86,0.09,NA,NA,NA,0.02,NA,SR8,12:21:00,25.94,34.97,2.075,8.04,6/1/18,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.413699,Jun,5410,240005,13262,1473357,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.182321557,14.20305403,12.38841504,9.492658082,8.596004372,-2.525728644,1.581038438,-2.407945609,NA,NA,NA,NA,8.596189198,NA,NA,NA
R8Jn0219,R8Jn0219,2018,10,Spring,June,1.2,0.08,5.58,0.23,NA,NA,NA,0.04,NA,SR8,12:07:00,27.6,34,1.8,8.03,6/19/18,170,9.4,30.7,30.2,97.8,6.1,738.5,83.1,30.6,0,34.8,68,22.4,58.7,27,7.7,35.3,18.6,21.9,270.9,83.7,633.6,717.3,0.013104698,0.042799387,0.042102328,0.136344626,0.008504113,1.029555277,0.115851108,0.042659975,0,0.048515266,0.094799944,0.031228217,0.081834658,0.037641154,0.0107347,0.049212324,0.025930573,0.030531159,0.377666248,0.116687578,0.883312422,KByT,2018.463014,Jun,9979,272149,18068,1400901,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.182321557,14.15262616,12.51410499,9.801897697,9.208238164,-2.525728644,1.719188776,-1.46967597,NA,-3.279657306,-3.011611199,-2.148255189,9.208338369,0.036950016,NA,NA
R8Jy0247,R8Jy0247,2018,11,Summer,July,0.9,0.08,1.22,0.12,NA,NA,NA,0.1,NA,SR8,12:40:00,26.62,34.07,2.396,8.01,7/23/18,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2018.556164,Jul,33011,79061,9796,1035510,Run_Jan2022,Transition,21.44983333,-157.7932167,NA,NA,-0.105360516,13.85040462,11.27797499,9.189729418,10.40459612,-2.525728644,0.198850859,-2.120263536,NA,NA,NA,NA,10.40462641,NA,NA,NA
R8Se0267,R8Se0267,2018,12,Summer,September,1.3,0.11,5.34,0.36,NA,NA,NA,0.07,NA,SR8,14:36:00,28.22,32.9,1.93,7.92,9/11/18,254,13.5,31,28.5,86.1,5.8,800.6,83.6,46,3.9,51.3,55.8,8.6,74.8,8.1,8.2,60.1,25.1,24.1,263.8,53.35,733.71,787.05,0.017152659,0.039387587,0.036211168,0.109395845,0.00736929,1.017216187,0.106219427,0.058446096,0.004955213,0.065180103,0.070897656,0.010926879,0.095038435,0.010291595,0.010418652,0.076361095,0.031891239,0.030620672,0.335175656,0.067784766,0.93222794,KByT,2018.693151,Sep,3900,235081,10111,1322799,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.262364264,14.0952605,12.36768541,9.221379219,8.268731832,-2.207274913,1.675225653,-1.021651248,NA,-4.576427736,-2.57228194,-2.6914178,8.26898821,0.010238997,NA,NA
R8Oc0293,R8Oc0293,2018,13,Fall,October,1.2,0.1,15.91,0.35,NA,NA,NA,0.02,NA,SR8,13:05:00,27.1,33.67,2.294,7.84,10/11/18,284,10.7,37.1,29.1,89.3,4.8,991.3,124.1,61.4,3.9,47.9,47.4,8.7,155.2,12,9.7,24.1,34.7,34.1,231.5,55.74,921.46,977.19,0.010949764,0.037966005,0.029779265,0.09138448,0.004912044,1.014439362,0.126996797,0.062833226,0.003991036,0.049018103,0.048506432,0.008903079,0.158822747,0.012280109,0.009926422,0.024662553,0.035509983,0.034895977,0.236903775,0.057041108,0.942969126,KByT,2018.775342,Oct,4281,179827,12527,1394414,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.182321557,14.14798481,12.09975056,9.435641594,8.361941906,-2.302585093,2.766947842,-1.049822124,NA,-4.39977448,-3.702469259,-2.863983078,8.362175469,0.01220532,Yes,KOc293R8
R8No0325,R8No0325,2018,14,Fall,November,1.9,0.06,6.24,0.08,NA,NA,NA,0.01,NA,SR8,14:07:00,26.95,34.59,1.958,7.76,11/9/18,313,37.1,100.6,75.9,166.1,14.2,2203.3,381,131.6,15.5,73.5,69.5,0,310.8,5.5,30.9,53.4,89.3,44.2,292.8,165.78,1995.53,2161.31,0.017165515,0.046545845,0.035117591,0.076851539,0.006570089,1.019428032,0.176281977,0.060888998,0.007171576,0.034007153,0.032156424,0,0.143801676,0.002544753,0.014296885,0.024707238,0.041317534,0.02045056,0.135473393,0.076703481,0.923296519,KByT,2018.854795,Nov,0,368595,22834,2145432,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.641853886,14.57885149,12.81745376,10.03600593,#NAME?,-2.813410717,1.830980182,-2.525728644,NA,-5.973721687,-3.700659042,-2.567808187,0,0.002541521,NA,NA
R8Ja0357,R8Ja0357,2019,15,Winter,January,1.4,0.08,5.09,0.26,0.08,0.34,4.25,0.05,0.07,SR8,12:07:00,24.16,34.84,2.077,7.93,1/11/19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.027397,Jan,9152,114960,9533,995881,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.336472237,13.81138305,11.65233952,9.162514742,9.121727714,-2.525728644,1.627277831,-1.347073648,-2.525728644,NA,NA,NA,9.121836973,NA,NA,NA
R8389_R2,R8389_R2,2019,16,Winter,February,1.7,0.05,2.06,0.14,NA,NA,NA,0.07,NA,SR8,13:30:00,23.84,33.97,1.97,7.81,2/25/19,56,5.5,38.4,15.9,44.9,3.9,657.1,63.5,137.2,25.5,128.5,69.8,8.6,188.5,5.1,0,6.1,49.5,13.3,28.2,41.51,605.06,646.58,0.008506295,0.059389403,0.024590925,0.069442296,0.006031736,1.016270222,0.098209038,0.212193387,0.039438275,0.198737975,0.107952612,0.013300752,0.291533917,0.007887655,0,0.009434254,0.076556652,0.020569767,0.043614093,0.064199326,0.935785208,KByT,2019.150685,Feb,6185,32302,7668,1484571,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.530628251,14.2106364,10.38288443,8.944811104,8.729882285,-2.995732274,0.722705983,-1.966112856,NA,-4.8424564,-4.663408171,-2.745762567,8.730043953,0.00785671,Yes,KFe389R8
R8Ma0421,R8Ma0421,2019,17,Winter,March,0.9,0.08,3.91,0.17,NA,NA,NA,0.04,NA,SR8,12:58:00,24.5,35.11,2.036,7.79,3/21/19,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.216438,Mar,6565,53180,10518,1309353,Run_Jan2022,Nearshore,21.44983333,-157.7932167,NA,NA,-0.105360516,14.08504368,10.88143766,9.260843354,8.789507787,-2.525728644,1.363537374,-1.771956842,NA,NA,NA,NA,8.789660098,NA,NA,NA
R8Ap0453,R8Ap0453,2019,18,Spring,April,2.3,0.1,5.2,0.08,NA,NA,NA,0.02,NA,SR8,14:58:00,25.23,36.88,1.9,7.73,4/22/19,112,1.2,2.3,2.6,6.3,0.7,72.9,10.5,2.7,0,3.6,6.1,0,11,0,4.8,1.8,0,3,12.1,3.2,68.9,72.1,0.016643551,0.031900139,0.036061026,0.087378641,0.009708738,1.0110957,0.145631068,0.037447989,0,0.049930652,0.084604716,0,0.152565881,0,0.066574202,0.024965326,0,0.041608877,0.167822469,0.044382802,0.955617198,KByT,2019.30411,Apr,3151,145306,13420,1386733,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.832909123,14.14246118,11.88659714,9.504501411,8.055475142,-2.302585093,1.648658626,-2.525728644,NA,#NAME?,-3.690267377,-3.114903227,8.055792451,0,NA,NA
R8My0490,R8My0490,2019,19,Spring,May,1.2,0.05,11.3,0.08,NA,NA,NA,0.01,NA,SR8,12:20:00,27.07,35.86,2.234,7.64,5/21/19,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.383562,May,10649,295338,22887,2248666,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.182321557,14.62584771,12.59587574,10.03832434,9.27322127,-2.995732274,2.424802726,-2.525728644,NA,NA,NA,NA,9.273315171,NA,NA,NA
R8Jn0510,R8Jn0510,2019,20,Spring,June,1.3,0.06,6.97,0.07,NA,NA,NA,0.01,NA,SR8,12:49:00,27.65,36.61,2.076,7.69,6/14/19,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.449315,Jun,6684,320143,19184,2373396,Run_Aug2022,Nearshore,21.44983333,-157.7932167,NA,NA,0.262364264,14.6798324,12.67652305,9.861831877,8.80747189,-2.813410717,1.941615225,-2.659260037,NA,NA,NA,NA,8.80762149,NA,NA,NA
R8Au0530,R8Au0530,2019,21,Summer,August,1,NA,NA,NA,NA,NA,NA,NA,NA,SR8,13:34:00,28.62,33.28,2.039,8.11,8/13/19,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2019.613699,Aug,11949,243038,27890,1646014,Run2,Nearshore,21.44983333,-157.7932167,NA,NA,0,14.31386717,12.40097309,10.23602348,9.388402872,NA,NA,NA,NA,NA,NA,NA,9.388486557,NA,NA,NA
